Evento;Reloj;RND Llegada EP;Tiempo entre llegadas EP;Proxima llegada EP;RND Llegada R;Tiempo entre llegadas R;Proxima llegada R;RND Llegada V;Tiempo entre llegadas V;Proxima llegada V;RND Llegada AE;Tiempo entre llegadas AE;Proxima llegada AE;RND Llegada P;Tiempo entre llegadas P;Proxima llegada P;RND seguridad;Pasa por seguridad;RND fin EP;Tiempo atencion EP;Tiempo fin envio 1;Tiempo fin envio 2;Tiempo fin envio 3;RND fin R;Tiempo atencion R;Tiempo fin reclamo 1;Tiempo fin reclamo 2;RND fin V;Tiempo atencion V;Tiempo fin venta 1;Tiempo fin venta 2;Tiempo fin venta 3;RND fin AE;Tiempo atencion AE;Tiempo fin atencion 1;Tiempo fin atencion 2;RND fin P;Tiempo atencion P;Tiempo fin postal;Tiempo fin seguridad;EP COLA 1;EP Estado 1;EP COLA 2;EP Estado 2;EP COLA 3;EP Estado 3;R COLA 1;R Estado 1;R COLA 2;R Estado 2;V COLA 1;V Estado 1;V COLA 2;V Estado 2;V COLA 3;V Estado 3;AE COLA 1;AE Estado 1;AE COLA 2;AE Estado 2;P COLA 1;P Estado 1;S COLA 1;S Estado 1;AC tiempo espera EP;AC ocupacion EP;CANT EP;AC tiempo espera R;AC ocupacion R;CANT R;AC tiempo espera V;AC ocupacion V;CANT V;AC tiempo espera AE;AC ocupacion AE;CANT AE;AC tiempo espera P;AC ocupacion P;CANT P;AC tiempo espera S;AC ocupacion S;CANT S;Estado 1;HEspera 1;HAtencion 1;Estado 2;HEspera 2;HAtencion 2;Estado 3;HEspera 3;HAtencion 3;Estado 4;HEspera 4;HAtencion 4;Estado 5;HEspera 5;HAtencion 5;Estado 6;HEspera 6;HAtencion 6;Estado 7;HEspera 7;HAtencion 7;Estado 8;HEspera 8;HAtencion 8;Estado 9;HEspera 9;HAtencion 9;Estado 10;HEspera 10;HAtencion 10;Estado 11;HEspera 11;HAtencion 11;Estado 12;HEspera 12;HAtencion 12;Estado 13;HEspera 13;HAtencion 13;Estado 14;HEspera 14;HAtencion 14;Estado 15;HEspera 15;HAtencion 15;Estado 16;HEspera 16;HAtencion 16;Estado 17;HEspera 17;HAtencion 17;Estado 18;HEspera 18;HAtencion 18;Estado 19;HEspera 19;HAtencion 19;Estado 20;HEspera 20;HAtencion 20;Estado 21;HEspera 21;HAtencion 21;Estado 22;HEspera 22;HAtencion 22;Estado 23;HEspera 23;HAtencion 23;Estado 24;HEspera 24;HAtencion 24;Estado 25;HEspera 25;HAtencion 25;Estado 26;HEspera 26;HAtencion 26;Estado 27;HEspera 27;HAtencion 27;Estado 28;HEspera 28;HAtencion 28;Estado 29;HEspera 29;HAtencion 29;Estado 30;HEspera 30;HAtencion 30;Estado 31;HEspera 31;HAtencion 31;Estado 32;HEspera 32;HAtencion 32;Estado 33;HEspera 33;HAtencion 33;Estado 34;HEspera 34;HAtencion 34;Estado 35;HEspera 35;HAtencion 35;Estado 36;HEspera 36;HAtencion 36;Estado 37;HEspera 37;HAtencion 37;Estado 38;HEspera 38;HAtencion 38;Estado 39;HEspera 39;HAtencion 39;Estado 40;HEspera 40;HAtencion 40;Estado 41;HEspera 41;HAtencion 41;Estado 42;HEspera 42;HAtencion 42;Estado 43;HEspera 43;HAtencion 43;Estado 44;HEspera 44;HAtencion 44;Estado 45;HEspera 45;HAtencion 45;Estado 46;HEspera 46;HAtencion 46;Estado 47;HEspera 47;HAtencion 47;Estado 48;HEspera 48;HAtencion 48;Estado 49;HEspera 49;HAtencion 49;Estado 50;HEspera 50;HAtencion 50;Estado 51;HEspera 51;HAtencion 51;Estado 52;HEspera 52;HAtencion 52;Estado 53;HEspera 53;HAtencion 53;Estado 54;HEspera 54;HAtencion 54;Estado 55;HEspera 55;HAtencion 55;Estado 56;HEspera 56;HAtencion 56;Estado 57;HEspera 57;HAtencion 57;Estado 58;HEspera 58;HAtencion 58;Estado 59;HEspera 59;HAtencion 59;Estado 60;HEspera 60;HAtencion 60;Estado 61;HEspera 61;HAtencion 61;Estado 62;HEspera 62;HAtencion 62;Estado 63;HEspera 63;HAtencion 63;Estado 64;HEspera 64;HAtencion 64;Estado 65;HEspera 65;HAtencion 65;Estado 66;HEspera 66;HAtencion 66;Estado 67;HEspera 67;HAtencion 67;Estado 68;HEspera 68;HAtencion 68;Estado 69;HEspera 69;HAtencion 69;Estado 70;HEspera 70;HAtencion 70;Estado 71;HEspera 71;HAtencion 71;Estado 72;HEspera 72;HAtencion 72;Estado 73;HEspera 73;HAtencion 73;Estado 74;HEspera 74;HAtencion 74;Estado 75;HEspera 75;HAtencion 75;Estado 76;HEspera 76;HAtencion 76;Estado 77;HEspera 77;HAtencion 77;Estado 78;HEspera 78;HAtencion 78;Estado 79;HEspera 79;HAtencion 79;Estado 80;HEspera 80;HAtencion 80;Estado 81;HEspera 81;HAtencion 81;Estado 82;HEspera 82;HAtencion 82;Estado 83;HEspera 83;HAtencion 83;Estado 84;HEspera 84;HAtencion 84;Estado 85;HEspera 85;HAtencion 85;Estado 86;HEspera 86;HAtencion 86;Estado 87;HEspera 87;HAtencion 87;Estado 88;HEspera 88;HAtencion 88;Estado 89;HEspera 89;HAtencion 89;Estado 90;HEspera 90;HAtencion 90;Estado 91;HEspera 91;HAtencion 91;Estado 92;HEspera 92;HAtencion 92;Estado 93;HEspera 93;HAtencion 93;Estado 94;HEspera 94;HAtencion 94;Estado 95;HEspera 95;HAtencion 95;Estado 96;HEspera 96;HAtencion 96;Estado 97;HEspera 97;HAtencion 97;Estado 98;HEspera 98;HAtencion 98;Estado 99;HEspera 99;HAtencion 99;Estado 100;HEspera 100;HAtencion 100;Estado 101;HEspera 101;HAtencion 101;Estado 102;HEspera 102;HAtencion 102
llegada_envio;404,24;0,01;0,02;404,26;0;0;410,66;0;0;406,88;0;0;406,99;0;0;410,12;0,51;No pasa;0;0;412,62;404,37;412,89;0;0;0;0;0;0;406,93;0;0;0;0;405,34;421,73;0;0;405,86;0;3;Ocupado;2;Ocupado;3;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;0;Libre;6;Ocupado;5;Ocupado;31;Ocupado;0;Libre;1409,55;1036,86;166;3353,35;747,25;92;176,81;612,16;202;768,17;718,41;59;831,01;350,53;24;0,28;831,97;130;SE3;0;394,92;SAE1;0;394,93;EP;400,68;400,58;SV1;0;399,87;SP;0;355,35;EE3;395,27;395,17;EP;389,33;389,23;EAE1;401,65;0;SE2;0;400,22;EE1;402,02;401,92;EP;157,96;0;EP;169,31;0;EE1;404,24;0;EP;255,93;0;EP;292,21;0;EAE1;378,1;0;SAE2;0;398,14;EP;260,11;260,01;EP;227,48;227,38;EP;186,28;0;Eliminado;0;367,3;EP;75,13;0;EP;293,25;0;EP;249,53;249,43;EP;47,33;0;EP;104,1;104;EP;265,86;265,76;Eliminado;0;390,66;EAE1;341,49;0;Eliminado;0;391,53;EAE1;333,95;0;EP;174,81;0;EP;122,1;122;EP;122,22;0;EP;340,36;301,89;EP;182,7;0;EP;340,66;340,26;EP;349,68;349,58;EAE1;364,92;0;EP;359,54;340,56;EP;236,92;222,82;EP;237,36;0;EP;269,84;0;EAE2;354,58;0;Eliminado;0;385,72;EP;350,79;0;Eliminado;0;395,69;EAE2;345,89;0;EE2;361,56;359,55;EE3;362,05;0;Eliminado;0;400,61;EE2;365,06;203,28;EP;361,2;0;EP;371,28;203,45;SE1;0;401,24;SS;0;361,46;EAE1;383,46;0;EP;362,87;0;SS;0;364,18;SS;0;364,96;SS;0;244,22;EAE2;365,22;0;SS;0;371,18;EP;371,18;0;Eliminado;0;394,63;EE3;371,39;0;EE1;374,91;0;Eliminado;0;395,03;EAE2;391,77;0;Eliminado;0;393,08;EAE2;393,57;0;SS;0;394,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;404,26;0,29;0,82;405,08;0;0;410,66;0;0;406,88;0;0;406,99;0;0;410,12;0,29;Pasa;0;0;412,62;404,37;412,89;0;0;0;0;0;0;406,93;0;0;0;0;405,34;421,73;0;0;405,86;404,36;3;Ocupado;2;Ocupado;3;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;0;Libre;6;Ocupado;5;Ocupado;31;Ocupado;0;Ocupado;1409,55;1036,86;166;3353,35;747,25;92;176,81;612,16;202;768,17;718,41;59;831,01;350,53;24;0,28;831,97;130;SE3;0;394,92;SAE1;0;394,93;EP;400,68;400,58;SV1;0;399,87;SP;0;355,35;EE3;395,27;395,17;EP;389,33;389,23;EAE1;401,65;0;SE2;0;400,22;EE1;402,02;401,92;EP;157,96;0;EP;169,31;0;EE1;404,24;0;EP;255,93;0;EP;292,21;0;EAE1;378,1;0;SAE2;0;398,14;EP;260,11;260,01;EP;227,48;227,38;EP;186,28;0;SS;0;404,26;EP;75,13;0;EP;293,25;0;EP;249,53;249,43;EP;47,33;0;EP;104,1;104;EP;265,86;265,76;Eliminado;0;390,66;EAE1;341,49;0;Eliminado;0;391,53;EAE1;333,95;0;EP;174,81;0;EP;122,1;122;EP;122,22;0;EP;340,36;301,89;EP;182,7;0;EP;340,66;340,26;EP;349,68;349,58;EAE1;364,92;0;EP;359,54;340,56;EP;236,92;222,82;EP;237,36;0;EP;269,84;0;EAE2;354,58;0;Eliminado;0;385,72;EP;350,79;0;Eliminado;0;395,69;EAE2;345,89;0;EE2;361,56;359,55;EE3;362,05;0;Eliminado;0;400,61;EE2;365,06;203,28;EP;361,2;0;EP;371,28;203,45;SE1;0;401,24;SS;0;361,46;EAE1;383,46;0;EP;362,87;0;SS;0;364,18;SS;0;364,96;SS;0;244,22;EAE2;365,22;0;SS;0;371,18;EP;371,18;0;Eliminado;0;394,63;EE3;371,39;0;EE1;374,91;0;Eliminado;0;395,03;EAE2;391,77;0;Eliminado;0;393,08;EAE2;393,57;0;SS;0;394,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_seguridad;404,36;0;0;405,08;0;0;410,66;0;0;406,88;0;0;406,99;0;0;410,12;0;;0;0;412,62;404,37;412,89;0;0;0;0;0;0;406,93;0;0;0;0;405,34;421,73;0;0;405,86;0;3;Ocupado;3;Ocupado;3;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;0;Libre;6;Ocupado;5;Ocupado;31;Ocupado;0;Libre;1409,55;1036,86;166;3353,35;747,25;92;176,81;612,16;202;768,17;718,41;59;831,01;350,53;24;0,28;832,07;131;SE3;0;394,92;SAE1;0;394,93;EP;400,68;400,58;SV1;0;399,87;SP;0;355,35;EE3;395,27;395,17;EP;389,33;389,23;EAE1;401,65;0;SE2;0;400,22;EE1;402,02;401,92;EP;157,96;0;EP;169,31;0;EE1;404,24;0;EP;255,93;0;EP;292,21;0;EAE1;378,1;0;SAE2;0;398,14;EP;260,11;260,01;EP;227,48;227,38;EP;186,28;0;EE2;404,36;404,26;EP;75,13;0;EP;293,25;0;EP;249,53;249,43;EP;47,33;0;EP;104,1;104;EP;265,86;265,76;Eliminado;0;390,66;EAE1;341,49;0;Eliminado;0;391,53;EAE1;333,95;0;EP;174,81;0;EP;122,1;122;EP;122,22;0;EP;340,36;301,89;EP;182,7;0;EP;340,66;340,26;EP;349,68;349,58;EAE1;364,92;0;EP;359,54;340,56;EP;236,92;222,82;EP;237,36;0;EP;269,84;0;EAE2;354,58;0;Eliminado;0;385,72;EP;350,79;0;Eliminado;0;395,69;EAE2;345,89;0;EE2;361,56;359,55;EE3;362,05;0;Eliminado;0;400,61;EE2;365,06;203,28;EP;361,2;0;EP;371,28;203,45;SE1;0;401,24;SS;0;361,46;EAE1;383,46;0;EP;362,87;0;SS;0;364,18;SS;0;364,96;SS;0;244,22;EAE2;365,22;0;SS;0;371,18;EP;371,18;0;Eliminado;0;394,63;EE3;371,39;0;EE1;374,91;0;Eliminado;0;395,03;EAE2;391,77;0;Eliminado;0;393,08;EAE2;393,57;0;SS;0;394,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_envio2;404,37;0;0;405,08;0;0;410,66;0;0;406,88;0;0;406,99;0;0;410,12;0;;0,2;1,33;412,62;405,7;412,89;0;0;0;0;0;0;406,93;0;0;0;0;405,34;421,73;0;0;405,86;0;3;Ocupado;2;Ocupado;3;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;0;Libre;6;Ocupado;5;Ocupado;31;Ocupado;0;Libre;1409,55;1041;167;3353,35;747,25;92;176,81;612,16;202;768,17;718,41;59;831,01;350,53;24;0,28;832,07;131;SE3;0;394,92;SAE1;0;394,93;EP;400,68;400,58;SV1;0;399,87;SP;0;355,35;EE3;395,27;395,17;EP;389,33;389,23;EAE1;401,65;0;Eliminado;0;400,22;EE1;402,02;401,92;EP;157,96;0;EP;169,31;0;EE1;404,24;0;EP;255,93;0;EP;292,21;0;EAE1;378,1;0;SAE2;0;398,14;EP;260,11;260,01;EP;227,48;227,38;EP;186,28;0;SE2;0;404,37;EP;75,13;0;EP;293,25;0;EP;249,53;249,43;EP;47,33;0;EP;104,1;104;EP;265,86;265,76;Eliminado;0;390,66;EAE1;341,49;0;Eliminado;0;391,53;EAE1;333,95;0;EP;174,81;0;EP;122,1;122;EP;122,22;0;EP;340,36;301,89;EP;182,7;0;EP;340,66;340,26;EP;349,68;349,58;EAE1;364,92;0;EP;359,54;340,56;EP;236,92;222,82;EP;237,36;0;EP;269,84;0;EAE2;354,58;0;Eliminado;0;385,72;EP;350,79;0;Eliminado;0;395,69;EAE2;345,89;0;EE2;361,56;359,55;EE3;362,05;0;Eliminado;0;400,61;EE2;365,06;203,28;EP;361,2;0;EP;371,28;203,45;SE1;0;401,24;SS;0;361,46;EAE1;383,46;0;EP;362,87;0;SS;0;364,18;SS;0;364,96;SS;0;244,22;EAE2;365,22;0;SS;0;371,18;EP;371,18;0;Eliminado;0;394,63;EE3;371,39;0;EE1;374,91;0;Eliminado;0;395,03;EAE2;391,77;0;Eliminado;0;393,08;EAE2;393,57;0;SS;0;394,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;405,08;0,58;2,08;407,16;0;0;410,66;0;0;406,88;0;0;406,99;0;0;410,12;0,18;Pasa;0;0;412,62;405,7;412,89;0;0;0;0;0;0;406,93;0;0;0;0;405,34;421,73;0;0;405,86;405,18;3;Ocupado;2;Ocupado;3;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;0;Libre;6;Ocupado;5;Ocupado;31;Ocupado;0;Ocupado;1409,55;1041;167;3353,35;747,25;92;176,81;612,16;202;768,17;718,41;59;831,01;350,53;24;0,28;832,07;131;SE3;0;394,92;SAE1;0;394,93;EP;400,68;400,58;SV1;0;399,87;SP;0;355,35;EE3;395,27;395,17;EP;389,33;389,23;EAE1;401,65;0;SS;0;405,08;EE1;402,02;401,92;EP;157,96;0;EP;169,31;0;EE1;404,24;0;EP;255,93;0;EP;292,21;0;EAE1;378,1;0;SAE2;0;398,14;EP;260,11;260,01;EP;227,48;227,38;EP;186,28;0;SE2;0;404,37;EP;75,13;0;EP;293,25;0;EP;249,53;249,43;EP;47,33;0;EP;104,1;104;EP;265,86;265,76;Eliminado;0;390,66;EAE1;341,49;0;Eliminado;0;391,53;EAE1;333,95;0;EP;174,81;0;EP;122,1;122;EP;122,22;0;EP;340,36;301,89;EP;182,7;0;EP;340,66;340,26;EP;349,68;349,58;EAE1;364,92;0;EP;359,54;340,56;EP;236,92;222,82;EP;237,36;0;EP;269,84;0;EAE2;354,58;0;Eliminado;0;385,72;EP;350,79;0;Eliminado;0;395,69;EAE2;345,89;0;EE2;361,56;359,55;EE3;362,05;0;Eliminado;0;400,61;EE2;365,06;203,28;EP;361,2;0;EP;371,28;203,45;SE1;0;401,24;SS;0;361,46;EAE1;383,46;0;EP;362,87;0;SS;0;364,18;SS;0;364,96;SS;0;244,22;EAE2;365,22;0;SS;0;371,18;EP;371,18;0;Eliminado;0;394,63;EE3;371,39;0;EE1;374,91;0;Eliminado;0;395,03;EAE2;391,77;0;Eliminado;0;393,08;EAE2;393,57;0;SS;0;394,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_seguridad;405,18;0;0;407,16;0;0;410,66;0;0;406,88;0;0;406,99;0;0;410,12;0;;0;0;412,62;405,7;412,89;0;0;0;0;0;0;406,93;0;0;0;0;405,34;421,73;0;0;405,86;0;3;Ocupado;3;Ocupado;3;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;0;Libre;6;Ocupado;5;Ocupado;31;Ocupado;0;Libre;1409,55;1041;167;3353,35;747,25;92;176,81;612,16;202;768,17;718,41;59;831,01;350,53;24;0,28;832,17;132;SE3;0;394,92;SAE1;0;394,93;EP;400,68;400,58;SV1;0;399,87;SP;0;355,35;EE3;395,27;395,17;EP;389,33;389,23;EAE1;401,65;0;EE2;405,18;405,08;EE1;402,02;401,92;EP;157,96;0;EP;169,31;0;EE1;404,24;0;EP;255,93;0;EP;292,21;0;EAE1;378,1;0;SAE2;0;398,14;EP;260,11;260,01;EP;227,48;227,38;EP;186,28;0;SE2;0;404,37;EP;75,13;0;EP;293,25;0;EP;249,53;249,43;EP;47,33;0;EP;104,1;104;EP;265,86;265,76;Eliminado;0;390,66;EAE1;341,49;0;Eliminado;0;391,53;EAE1;333,95;0;EP;174,81;0;EP;122,1;122;EP;122,22;0;EP;340,36;301,89;EP;182,7;0;EP;340,66;340,26;EP;349,68;349,58;EAE1;364,92;0;EP;359,54;340,56;EP;236,92;222,82;EP;237,36;0;EP;269,84;0;EAE2;354,58;0;Eliminado;0;385,72;EP;350,79;0;Eliminado;0;395,69;EAE2;345,89;0;EE2;361,56;359,55;EE3;362,05;0;Eliminado;0;400,61;EE2;365,06;203,28;EP;361,2;0;EP;371,28;203,45;SE1;0;401,24;SS;0;361,46;EAE1;383,46;0;EP;362,87;0;SS;0;364,18;SS;0;364,96;SS;0;244,22;EAE2;365,22;0;SS;0;371,18;EP;371,18;0;Eliminado;0;394,63;EE3;371,39;0;EE1;374,91;0;Eliminado;0;395,03;EAE2;391,77;0;Eliminado;0;393,08;EAE2;393,57;0;SS;0;394,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_AE1;405,34;0;0;407,16;0;0;410,66;0;0;406,88;0;0;406,99;0;0;410,12;0;;0;0;412,62;405,7;412,89;0;0;0;0;0;0;406,93;0;0;0,3;4,28;409,62;421,73;0;0;405,86;0;3;Ocupado;3;Ocupado;3;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;0;Libre;5;Ocupado;5;Ocupado;31;Ocupado;0;Libre;1409,55;1041;167;3353,35;747,25;92;176,81;612,16;202;771,86;728,82;60;831,01;350,53;24;0,28;832,17;132;SE3;0;394,92;Eliminado;0;394,93;EP;400,68;400,58;SV1;0;399,87;SP;0;355,35;EE3;395,27;395,17;EP;389,33;389,23;SAE1;0;405,34;EE2;405,18;405,08;EE1;402,02;401,92;EP;157,96;0;EP;169,31;0;EE1;404,24;0;EP;255,93;0;EP;292,21;0;EAE1;378,1;0;SAE2;0;398,14;EP;260,11;260,01;EP;227,48;227,38;EP;186,28;0;SE2;0;404,37;EP;75,13;0;EP;293,25;0;EP;249,53;249,43;EP;47,33;0;EP;104,1;104;EP;265,86;265,76;Eliminado;0;390,66;EAE1;341,49;0;Eliminado;0;391,53;EAE1;333,95;0;EP;174,81;0;EP;122,1;122;EP;122,22;0;EP;340,36;301,89;EP;182,7;0;EP;340,66;340,26;EP;349,68;349,58;EAE1;364,92;0;EP;359,54;340,56;EP;236,92;222,82;EP;237,36;0;EP;269,84;0;EAE2;354,58;0;Eliminado;0;385,72;EP;350,79;0;Eliminado;0;395,69;EAE2;345,89;0;EE2;361,56;359,55;EE3;362,05;0;Eliminado;0;400,61;EE2;365,06;203,28;EP;361,2;0;EP;371,28;203,45;SE1;0;401,24;SS;0;361,46;EAE1;383,46;0;EP;362,87;0;SS;0;364,18;SS;0;364,96;SS;0;244,22;EAE2;365,22;0;SS;0;371,18;EP;371,18;0;Eliminado;0;394,63;EE3;371,39;0;EE1;374,91;0;Eliminado;0;395,03;EAE2;391,77;0;Eliminado;0;393,08;EAE2;393,57;0;SS;0;394,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_envio2;405,7;0;0;407,16;0;0;410,66;0;0;406,88;0;0;406,99;0;0;410,12;0;;0,97;21,03;412,62;426,73;412,89;0;0;0;0;0;0;406,93;0;0;0;0;409,62;421,73;0;0;405,86;0;3;Ocupado;2;Ocupado;3;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;0;Libre;5;Ocupado;5;Ocupado;31;Ocupado;0;Libre;1410,06;1042,32;168;3353,35;747,25;92;176,81;612,16;202;771,86;728,82;60;831,01;350,53;24;0,28;832,17;132;SE3;0;394,92;Eliminado;0;394,93;EP;400,68;400,58;SV1;0;399,87;SP;0;355,35;EE3;395,27;395,17;EP;389,33;389,23;SAE1;0;405,34;SE2;0;405,7;EE1;402,02;401,92;EP;157,96;0;EP;169,31;0;EE1;404,24;0;EP;255,93;0;EP;292,21;0;EAE1;378,1;0;SAE2;0;398,14;EP;260,11;260,01;EP;227,48;227,38;EP;186,28;0;Eliminado;0;404,37;EP;75,13;0;EP;293,25;0;EP;249,53;249,43;EP;47,33;0;EP;104,1;104;EP;265,86;265,76;Eliminado;0;390,66;EAE1;341,49;0;Eliminado;0;391,53;EAE1;333,95;0;EP;174,81;0;EP;122,1;122;EP;122,22;0;EP;340,36;301,89;EP;182,7;0;EP;340,66;340,26;EP;349,68;349,58;EAE1;364,92;0;EP;359,54;340,56;EP;236,92;222,82;EP;237,36;0;EP;269,84;0;EAE2;354,58;0;Eliminado;0;385,72;EP;350,79;0;Eliminado;0;395,69;EAE2;345,89;0;EE2;361,56;359,55;EE3;362,05;0;Eliminado;0;400,61;EE2;365,06;203,28;EP;361,2;0;EP;371,28;203,45;SE1;0;401,24;SS;0;361,46;EAE1;383,46;0;EP;362,87;0;SS;0;364,18;SS;0;364,96;SS;0;244,22;EAE2;365,22;0;SS;0;371,18;EP;371,18;0;Eliminado;0;394,63;EE3;371,39;0;EE1;374,91;0;Eliminado;0;395,03;EAE2;391,77;0;Eliminado;0;393,08;EAE2;393,57;0;SS;0;394,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_postales;405,86;0;0;407,16;0;0;410,66;0;0;406,88;0;0;406,99;0;0;410,12;0;;0;0;412,62;426,73;412,89;0;0;0;0;0;0;406,93;0;0;0;0;409,62;421,73;0,66;21,57;427,43;0;3;Ocupado;2;Ocupado;3;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;0;Libre;5;Ocupado;5;Ocupado;30;Ocupado;0;Libre;1410,06;1042,32;168;3353,35;747,25;92;176,81;612,16;202;771,86;728,82;60;836,18;401,03;25;0,28;832,17;132;SE3;0;394,92;Eliminado;0;394,93;SP;0;405,86;SV1;0;399,87;Eliminado;0;355,35;EE3;395,27;395,17;EP;389,33;389,23;SAE1;0;405,34;SE2;0;405,7;EE1;402,02;401,92;EP;157,96;0;EP;169,31;0;EE1;404,24;0;EP;255,93;0;EP;292,21;0;EAE1;378,1;0;SAE2;0;398,14;EP;260,11;260,01;EP;227,48;227,38;EP;186,28;0;Eliminado;0;404,37;EP;75,13;0;EP;293,25;0;EP;249,53;249,43;EP;47,33;0;EP;104,1;104;EP;265,86;265,76;Eliminado;0;390,66;EAE1;341,49;0;Eliminado;0;391,53;EAE1;333,95;0;EP;174,81;0;EP;122,1;122;EP;122,22;0;EP;340,36;301,89;EP;182,7;0;EP;340,66;340,26;EP;349,68;349,58;EAE1;364,92;0;EP;359,54;340,56;EP;236,92;222,82;EP;237,36;0;EP;269,84;0;EAE2;354,58;0;Eliminado;0;385,72;EP;350,79;0;Eliminado;0;395,69;EAE2;345,89;0;EE2;361,56;359,55;EE3;362,05;0;Eliminado;0;400,61;EE2;365,06;203,28;EP;361,2;0;EP;371,28;203,45;SE1;0;401,24;SS;0;361,46;EAE1;383,46;0;EP;362,87;0;SS;0;364,18;SS;0;364,96;SS;0;244,22;EAE2;365,22;0;SS;0;371,18;EP;371,18;0;Eliminado;0;394,63;EE3;371,39;0;EE1;374,91;0;Eliminado;0;395,03;EAE2;391,77;0;Eliminado;0;393,08;EAE2;393,57;0;SS;0;394,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;406,88;0;0;407,16;0;0;410,66;0,26;0,6;407,48;0;0;406,99;0;0;410,12;0;;0;0;412,62;426,73;412,89;0;0;0;0;0,41;1,75;406,93;408,63;0;0;0;409,62;421,73;0;0;427,43;0;3;Ocupado;2;Ocupado;3;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Libre;5;Ocupado;5;Ocupado;30;Ocupado;0;Libre;1410,06;1042,32;168;3353,35;747,25;92;176,81;612,16;202;771,86;728,82;60;836,18;401,03;25;0,28;832,17;132;SE3;0;394,92;SV2;0;406,88;SP;0;405,86;SV1;0;399,87;Eliminado;0;355,35;EE3;395,27;395,17;EP;389,33;389,23;SAE1;0;405,34;SE2;0;405,7;EE1;402,02;401,92;EP;157,96;0;EP;169,31;0;EE1;404,24;0;EP;255,93;0;EP;292,21;0;EAE1;378,1;0;SAE2;0;398,14;EP;260,11;260,01;EP;227,48;227,38;EP;186,28;0;Eliminado;0;404,37;EP;75,13;0;EP;293,25;0;EP;249,53;249,43;EP;47,33;0;EP;104,1;104;EP;265,86;265,76;Eliminado;0;390,66;EAE1;341,49;0;Eliminado;0;391,53;EAE1;333,95;0;EP;174,81;0;EP;122,1;122;EP;122,22;0;EP;340,36;301,89;EP;182,7;0;EP;340,66;340,26;EP;349,68;349,58;EAE1;364,92;0;EP;359,54;340,56;EP;236,92;222,82;EP;237,36;0;EP;269,84;0;EAE2;354,58;0;Eliminado;0;385,72;EP;350,79;0;Eliminado;0;395,69;EAE2;345,89;0;EE2;361,56;359,55;EE3;362,05;0;Eliminado;0;400,61;EE2;365,06;203,28;EP;361,2;0;EP;371,28;203,45;SE1;0;401,24;SS;0;361,46;EAE1;383,46;0;EP;362,87;0;SS;0;364,18;SS;0;364,96;SS;0;244,22;EAE2;365,22;0;SS;0;371,18;EP;371,18;0;Eliminado;0;394,63;EE3;371,39;0;EE1;374,91;0;Eliminado;0;395,03;EAE2;391,77;0;Eliminado;0;393,08;EAE2;393,57;0;SS;0;394,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
